gsis_id,pfr_id,name,merge_name,birthdate,college,yamplayer_id
00-0028360,ParkMa00,Martin Parker,martin parker,1988-02-27,Richmond,YAMP_02456d7acfce
00-0027728,FoxxJa20,Jason Fox,jason fox,1988-05-02,Miami,YAMP_024caafdca0a
JOH339990,JohnJa00,Jason Johnson,jason johnson,1965-11-08,Illinois State,YAMP_024ff7a05d29
00-0033316,JeroLo00,Lorenzo Jerome,lorenzo jerome,1995-01-20,St. Francis PA,YAMP_0252a9464f79
00-0036579,DaniDJ00,DJ Daniel,dj daniel,1998-11-27,Georgia,YAMP_0254846d3fd6
00-0032753,RhodLu00,Luke Rhodes,luke rhodes,1992-12-02,William & Mary,YAMP_0257b2f07211
00-0036027,AndeDa03,Darius Anderson,darius anderson,1997-09-10,TCU,YAMP_0257e10b9f61
00-0020324,WallRa20,Raymond Walls,raymond walls,1979-07-24,Southern Mississippi,YAMP_02593e8003d7
MUL237306,MullMa20,Mark Mullaney,mark mullaney,1953-04-30,Colorado State,YAMP_025a56a69af2
00-0035043,HallDa02,Darrin Hall,darrin hall,1996-09-06,Pittsburgh,YAMP_026274e32ef0
00-0029572,WrigJa02,Jarius Wright,jarius wright,1989-11-25,Arkansas,YAMP_02657ed5a6de
00-0016538,TomcMi00,Mike Tomczak,mike tomczak,1962-10-23,Ohio State,YAMP_0265d37c5f64
00-0022744,SorgJi00,Jim Sorgi,jim sorgi,1980-12-03,Wisconsin,YAMP_0266e9cca716
00-0027750,ScotCh23,Chris Scott,chris scott,1987-08-04,Tennessee,YAMP_02687e14e52a
POR191673,PortKe20,Kerry Porter,kerry porter,1964-09-23,Washington State,YAMP_026939766677
00-0000472,AshmDa20,Darryl Ashmore,darryl ashmore,1969-11-01,Northwestern,YAMP_0269cb84d439
00-0037194,KinnDa00,Darian Kinnard,darian kinnard,1999-12-29,Kentucky,YAMP_026c15d7bd6e
00-0037002,DickLa00,Landon Dickerson,landon dickerson,1998-09-30,Alabama,YAMP_02737a295e18
CHO474616,ChomJo20,John Choma,john choma,1955-02-09,Virginia,YAMP_02739ae6bf4a
YOU262278,,James Young,james young,1950-07-08,Texas Southern,YAMP_02758868d83b
LEW397969,LewiJo21,John Lewis,john lewis,1962-03-08,Pittsburgh,YAMP_027b16bc56b2
00-0004413,DonaJe20,Jeff Donaldson,jeff donaldson,1962-04-19,Colorado,YAMP_027b5b53a69c
00-0010895,McGrMi21,Mike McGruder,mike mcgruder,1964-05-06,Kent State,YAMP_027ee64c5892
,,Stephan Virgil,stephan virgil,,Virginia Tech,YAMP_028676d019b3
00-0034798,SmytDu00,Durham Smythe,durham smythe,1995-08-09,Notre Dame,YAMP_028b79518c1a
00-0029099,AlecCh00,Chas Alecxih,chas alecxih,1989-02-10,Pittsburgh,YAMP_028c20958320
00-0026140,,Shaun Smith,shaun smith,1982-04-05,,YAMP_028f8efddb27
00-0036129,WolfEl00,Eli Wolf,eli wolf,1997-03-11,Georgia,YAMP_0298c35fcd05
THO466774,ThomAn21,Anthony Thompson,anthony thompson,1967-06-19,East Carolina,YAMP_029f7821e85c
00-0037662,BrewCJ00,C.J. Brewer,c.j. brewer,1997-11-22,Coastal Carolina,YAMP_02a701bf30c6
00-0034487,SherTr00,Trent Sherfield,trent sherfield,1996-02-26,Vanderbilt,YAMP_02ad576bcc57
TUC369148,TuckTr20,Travis Tucker,travis tucker,1963-09-19,Southern Connecticut State,YAMP_02afe62dc129
00-0037561,BellMa01,Markquese Bell,markquese bell,1999-01-06,Florida A&M,YAMP_02b27cab9d5d
00-0032448,WeatSt00,Stephen Weatherly,stephen weatherly,1994-03-19,Vanderbilt,YAMP_02b508e69f1c
00-0015985,,Patrick Swoopes,patrick swoopes,1964-03-04,Mississippi State,YAMP_02b60848c047
VIG415291,VigoTo00,Tommy Vigorito,tommy vigorito,1959-10-23,Virginia,YAMP_02b9711fbbfc
00-0002930,CherMi00,Mike Cherry,mike cherry,1973-12-15,Murray State; Arkansas,YAMP_02bb89208c0e
,,Mo Miller,mo miller,,Michigan State,YAMP_02be98644324
00-0031572,ClemT.00,T.J. Clemmings,t.j. clemmings,1991-11-18,Pittsburgh,YAMP_02bf308c9063
00-0017076,WallAa20,Aaron Wallace,aaron wallace,1967-04-17,Texas A&M,YAMP_02c0135e73ee
,,Robert Strait,robert strait,,Baylor,YAMP_02c097d4b0d7
DEW036018,,Malcolm DeWalt IV,malcolm dewalt,2001-12-29,Akron; Butte College; Snow,YAMP_02c139f20bcf
NEA747522,NeasMi20,Mike Nease,mike nease,1961-10-30,Tennessee-Chattanooga,YAMP_02c30a49e533
ADK138430,AdkiKe20,Kevin Adkins,kevin adkins,1965-08-27,Oklahoma,YAMP_02c4124b55fa
00-0030734,GlovTa00,Tay Glover-Wright,tay glover-wright,1992-06-28,Utah State; Highland CC; Eastern Arizona,YAMP_02c7211da265
,,Nathan Brown,nathan brown,,Central Arkansas,YAMP_02c845f9243b
00-0021345,MassCh00,Chris Massey,chris massey,1979-08-21,Marshall,YAMP_02c9b005b025
00-0014977,SincKa00,Kaseem Sinceno,kaseem sinceno,1976-03-26,Syracuse,YAMP_02cb01158418
00-0006889,HarpMa20,Mark Harper,mark harper,1961-11-05,Alcorn State,YAMP_02cc295a1019
00-0038795,MustPJ00,PJ Mustipher,pj mustipher,1998-11-10,Penn State,YAMP_02cc864fd976
00-0006069,,Chris Goetz,chris goetz,1967-03-13,Pittsburgh,YAMP_02d1800aa0a7
00-0019978,,Robby Snelling,robby snelling,1978-08-14,Boise State,YAMP_02d477fdeedc
WRI136445,WrigDa01,Dae'Quan Wright,dae'quan wright,2003-09-21,Mississippi; Virginia Tech,YAMP_02d601e9f23c
00-0021096,ManuMa20,Marquand Manuel,marquand manuel,1979-07-11,Florida,YAMP_02d905c4ff5b
00-0031590,AjayJa00,Jay Ajayi,jay ajayi,1993-06-15,Boise State,YAMP_02d9159fd274
00-0006034,GlenAa00,Aaron Glenn,aaron glenn,1972-07-16,Texas A&M; Navarro,YAMP_02da799034c8
00-0031907,GlenJa01,Jacoby Glenn,jacoby glenn,1993-08-04,UCF,YAMP_02dd3678b7b9
,WestDo01,Dohnovan West,dohnovan west,,Arizona State,YAMP_02e30f512fb4
,,Tim Smith,tim smith,,Oregon St.,YAMP_02ebf9d4ded3
00-0003954,,Cedric Davis,cedric davis,1972-09-07,Tennessee State,YAMP_02efb090fade
DIN434791,,Khalil Dinkins,khalil dinkins,2002-05-29,Penn State,YAMP_02f298e7f3f6
00-0028469,GrahCa00,Cameron Graham,cameron graham,1989-02-06,Louisville,YAMP_02f6822b0489
00-0001981,BrowLa20,Lance Brown,lance brown,1972-02-02,Indiana,YAMP_02f79ac9052d
00-0009658,LassDe00,Derrick Lassic,derrick lassic,1970-01-26,Alabama,YAMP_02fb0289a1f3
00-0017410,WelbJo20,John Welbourn,john welbourn,1976-03-30,California,YAMP_0305839a35d2
00-0037272,WashMo00,Montrell Washington,montrell washington,1999-03-14,Samford,YAMP_0305a469638d
00-0014389,SavaSe20,Sebastian Savage,sebastian savage,1969-12-12,N.C. State,YAMP_03088ef6d1a9
00-0036183,WilkKr00,Kristian Wilkerson,kristian wilkerson,1997-01-10,Southeast Missouri State,YAMP_030a00d402bb
00-0029571,RandKh00,Kheeston Randall,kheeston randall,1990-05-07,Texas,YAMP_030b71f77e67
00-0000534,AutrDa00,Darnell Autry,darnell autry,1976-06-19,Northwestern,YAMP_030ca681addd
PER186450,PerkHo20,Horace Perkins,horace perkins,1954-03-15,Colorado,YAMP_030d956d977b
,PankIr20,Irv Pankey,irv pankey,,Penn St.,YAMP_030edb2af233
00-0029302,McCaMa00,Matt McCants,matt mccants,1989-08-18,UAB,YAMP_030fd062bec5
00-0040136,UmanPr00,Princely Umanmielen,princely umanmielen,2002-04-18,Mississippi; Florida,YAMP_03102368d425
WIL804519,WilsTr20,Troy Wilson,troy wilson,1965-09-19,Notre Dame,YAMP_0313aabe0e00
VAN628544,VannNo20,Norwood Vann,norwood vann,1962-02-18,East Carolina,YAMP_03150ad295e8
00-0029361,DougDa01,David Douglas,david douglas,1989-06-27,Arizona,YAMP_03159d4d1379
00-0022847,HartBe00,Ben Hartsock,ben hartsock,1980-07-05,Ohio State,YAMP_03163055ca56
JOH399247,JohnKe27,Keshon Johnson,keshon johnson,1970-07-17,Arizona; Fresno City College,YAMP_031867a9afc4
00-0038720,HillJu02,Julian Hill,julian hill,2000-07-09,Campbell University,YAMP_031aa3bac9bd
CAM733970,CampBi00,Billy Campfield,billy campfield,1956-08-20,Kansas,YAMP_031af18697bb
LEM263596,,Delby Lemieux,delby lemieux,2003-11-06,Dartmouth,YAMP_031b3566b039
00-0001425,BolcNe20,Ned Bolcar,ned bolcar,1967-01-12,Notre Dame,YAMP_031c61dc1c8e
,,Norm McGee,norm mcgee,,North Dakota,YAMP_031fb34ada59
,,Nate Ilaoa,nate ilaoa,,Hawaii,YAMP_0320824e3e24
LAB207645,,Rico Labbe,rico labbe,1967-06-16,Boston College,YAMP_0324ef4875d8
00-0029588,HerrDa00,Dan Herron,dan herron,1989-03-21,Ohio State,YAMP_032650b53016
00-0022424,PollRo20,Robert Pollard,robert pollard,1981-06-28,TCU,YAMP_03266f8fd569
MIL772962,MiloRi20,Rich Milot,rich milot,1957-05-28,Penn State,YAMP_032c15f5f49d
00-0027429,TuckVe00,Verran Tucker,verran tucker,1988-06-26,California; El Camino,YAMP_0330d8970169
,,Rowland Tatum,rowland tatum,,Ohio St.,YAMP_0331cfcbd079
,,Randy Austin,randy austin,,UCLA,YAMP_03333d780cb2
00-0036063,WebbMa02,Marcus Webb,marcus webb,1997-09-04,Troy,YAMP_0334170cfe4b
00-0039289,TaylLe01,Leonard Taylor III,leonard taylor,2002-05-29,Miami,YAMP_0335e65d74c1
00-0028052,ShorCe00,Cecil Shorts,cecil shorts,1987-12-22,Mount Union College,YAMP_033a3810b14f
00-0033964,MuhaAl00,Al-Quadin Muhammad,al-quadin muhammad,1995-03-28,Miami,YAMP_033d0309593d
00-0035707,WhitDe02,Devin White,devin white,1998-02-17,LSU,YAMP_033d4c8f03a0
00-0032323,MathDe00,Derrick Mathews,derrick mathews,1992-09-25,Houston,YAMP_033fe92b499b
HAY613025,HaynJa20,James Haynes,james haynes,1960-08-09,Mississippi Valley State University; Coahoma JC,YAMP_0344be138199
,,Linc Harden,linc harden,,Oklahoma St.,YAMP_034a53e58e60
00-0023555,,Stefan LeFors,stefan lefors,1981-06-07,Louisville,YAMP_034aca07d004
00-0023452,WillMi03,Mike Williams,mike williams,1984-01-04,USC,YAMP_0352a95cea94
00-0026387,BartKi20,Kirk Barton,kirk barton,1984-11-04,Ohio State,YAMP_03572f0a451a
00-0014619,SeauJu00,Junior Seau,junior seau,1969-01-19,USC,YAMP_035ead869777
DAW103822,DawkJo00,Joe Dawkins,joe dawkins,1948-01-27,Wisconsin; Los Angeles City College,YAMP_0362b0fc2851
GOO461420,GoodLe00,Les Goodman,les goodman,1950-09-01,Yankton College (SD),YAMP_036518d06239
00-0036863,GarrCh00,Chris Garrett,chris garrett,1998-06-12,Concordia College St. Paul,YAMP_0369d8b9c32e
HEN470130,HenlDa20,Darryl Henley,darryl henley,1966-10-30,UCLA,YAMP_0372df88c590
CAS604056,CassRo00,Ron Cassidy,ron cassidy,1957-07-23,Utah State; Fullerton,YAMP_03744caf499c
00-0028627,,Marcus Harris,marcus harris,1989-08-01,Murray State,YAMP_0379b4338ac8
00-0039704,,Matthew Cindric,matthew cindric,1999-08-02,California,YAMP_037a5c0e1482
LAW433344,LawrLa00,Larry Lawrence,larry lawrence,1949-04-11,Miami; Iowa,YAMP_037b7382f471
MCF369148,McFaTh20,Thad McFadden,thad mcfadden,1962-08-14,Wisconsin,YAMP_037e02939f5b
,,Lawrence Flugence,lawrence flugence,,Texas Tech,YAMP_037fbbed71f4
00-0036728,RobiCu00,Curtis Robinson,curtis robinson,1998-06-02,Stanford,YAMP_038111f4658a
00-0003663,CrocZa00,Zack Crockett,zack crockett,1972-12-02,Florida State; Hinds CC,YAMP_0387a997048e
,,Terrance Beadles,terrance beadles,,Ark-Pine Bluff,YAMP_038a98253196
WOJ622935,WojcGr20,Greg Wojcik,greg wojcik,1946-01-27,USC; Orange Coast College,YAMP_038d0004c9ad
,CampJo22,Joe Campbell,joe campbell,,New Mexico St.,YAMP_038ee48cead2
00-0025669,,Travarous Bain,travarous bain,1983-10-15,Hampton,YAMP_039469194bdc
00-0022862,SchoBo20,Bo Schobel,bo schobel,1981-03-24,TCU,YAMP_039812f3013a
00-0036974,CampTy01,Tyson Campbell,tyson campbell,2000-03-17,Georgia,YAMP_03998d4563ad
HAU711924,HausLe00,Len Hauss,len hauss,1942-07-11,Georgia,YAMP_0399ed271d48
JON682855,JoneSc20,Scott Jones,scott jones,1966-03-20,Washington,YAMP_039d84cc452a
00-0028011,RidlSt00,Stevan Ridley,stevan ridley,1989-01-27,LSU,YAMP_039ed43d7c9e
00-0028042,StocLu00,Luke Stocker,luke stocker,1988-07-17,Tennessee,YAMP_03a2b0fbdcaa
00-0024097,FudgJa20,Jamaal Fudge,jamaal fudge,1983-05-17,Clemson,YAMP_03ab21af8e85
WIL295636,WillVa00,Van Williams,van williams,1959-03-15,Carson Newman; East Tennessee State,YAMP_03ab2550b3ef
SCH324990,SchmTe20,Terry Schmidt,terry schmidt,1952-05-28,Ball State,YAMP_03abd7ceb60a
,,Erik Ringoen,erik ringoen,,Hofstra,YAMP_03af973746be
MUL316408,MullGa20,Gary Mullen,gary mullen,1963-02-01,West Virginia,YAMP_03b0f544ba57
HAR805951,HarvNa00,Nate Harvey,nate harvey,1996-09-15,East Carolina,YAMP_03b466150e39
00-0027059,TurnPa00,Patrick Turner,patrick turner,1987-05-19,USC,YAMP_03b4f0c32291
00-0040273,JohnTy06,Tysheem Johnson,tysheem johnson,2002-09-30,Oregon; Mississippi,YAMP_03b8523125e2
00-0032717,CherDe02,Demetrius Cherry,demetrius cherry,1992-06-21,Arizona,YAMP_03ba00fa1529
,,Tracey Wistrom,tracey wistrom,,Nebraska,YAMP_03bdbe83fc4d
HER352366,HernSc20,Scott Hernandez,scott hernandez,1959-10-17,Kent State,YAMP_03bf02762eac
,,Michael Turk,michael turk,,Oklahoma,YAMP_03bfd9da4b65
00-0029561,GlenCo00,Cordy Glenn,cordy glenn,1989-09-18,Georgia,YAMP_03c1e745e1a9
00-0040134,BryaPa00,Pat Bryant,pat bryant,2002-12-10,Illinois,YAMP_03c7fc733367
BRO192372,BropJa20,Jay Brophy,jay brophy,1960-07-27,Miami,YAMP_03ca67a4b4e8
,,Erwin Grabisna,erwin grabisna,,Case Western Reserve,YAMP_03d0d777925a
,,Tommy Blake,tommy blake,,TCU,YAMP_03d82d86d74c
00-0008763,JoneIs00,Isaac Jones,isaac jones,1975-12-07,Purdue,YAMP_03dc992e92b5
,CampKy00,Kyree Campbell,kyree campbell,,Florida,YAMP_03ddc4e39d39
00-0025949,,Tim Mattran,tim mattran,1984-10-23,Stanford,YAMP_03de00b1bf8a
PAR721648,ParsCl20,Cliff Parsley,cliff parsley,1954-12-26,Oklahoma State,YAMP_03dfb660f97a
00-0006143,GordAl20,Alex Gordon,alex gordon,1964-09-14,Cincinnati,YAMP_03e86e11685c
00-0032524,RobiJa01,Jamal Robinson,jamal robinson,1993-01-13,Louisiana-Lafayette,YAMP_03eae3605732
00-0040661,JackDo03,Donovan Jackson,donovan jackson,2002-12-04,Ohio State,YAMP_03eb12c3dcaf
00-0019701,BeckRo20,Rogers Beckett,rogers beckett,1977-01-31,Marshall,YAMP_03eb28779ead
,HampMi00,Mike Hampton,mike hampton,,South Florida,YAMP_03ed5b7b7338
00-0015817,StriFr20,Fred Strickland,fred strickland,1966-08-15,Purdue,YAMP_03ed742e51aa
00-0015763,StonMi21,Mike Stonebreaker,mike stonebreaker,1967-01-14,Notre Dame,YAMP_03f16a7952c6
00-0021170,ThomLa21,Lamont Thompson,lamont thompson,1978-07-30,Washington State,YAMP_03f1c5b1b539
00-0040063,SingJR00,J.R. Singleton,j.r. singleton,2002-02-13,Iowa State,YAMP_03f2f67ecd24
00-0021487,FloyAn20,Anthony Floyd,anthony floyd,1981-02-01,Louisville,YAMP_03f9593e935d
00-0007431,HillDr00,Drew Hill,drew hill,1956-10-05,Georgia Tech,YAMP_03fa7697357d
00-0025763,,Larry Edwards,larry edwards,1984-11-04,North Carolina,YAMP_040205a602ef
STI207645,StieJi20,Jim Stienke,jim stienke,1950-11-07,Texas State-San Marcos,YAMP_0405051a3f41
,,Larry Werts,larry werts,,Jackson St.,YAMP_0407796f2883
,,Tim Paulk,tim paulk,,Florida,YAMP_0407fa18ebfd
00-0017737,WillBr24,Brian Williams,brian williams,1972-12-17,USC,YAMP_04095bdd2109
00-0025717,GrahNi99,Nick Graham,nick graham,1984-01-19,Tulsa,YAMP_0409e1534cf9
00-0036649,BohaQu00,Quinton Bohanna,quinton bohanna,1999-03-16,Kentucky,YAMP_040b3b9302dc
00-0019981,,Barry Hall,barry hall,1977-11-23,Middle Tennessee State,YAMP_040bf4201ae1
00-0007497,HintCh00,Chris Hinton,chris hinton,1961-07-31,Northwestern,YAMP_040e8dd89d5f
00-0033692,MillCh03,Charlie Miller,charlie miller,1994-05-15,Dartmouth,YAMP_0410e51a52e8
,,Leslie Ratliffe,leslie ratliffe,,Tennessee,YAMP_0415c86e99cd
00-0021875,MrucGe20,Gene Mruczkowski,gene mruczkowski,1980-06-06,Purdue,YAMP_0415d9a0399b
00-0040530,SaulBe00,Ben Sauls,ben sauls,2001-07-31,Pittsburgh,YAMP_0419d1a5681a
00-0040133,ThomAz00,Azareye'h Thomas,azareye'h thomas,2004-07-06,Florida State,YAMP_0419d9beb069
00-0004175,DelpRo00,Robert Delpino,robert delpino,1965-11-02,Missouri; Dodge City CC,YAMP_041bf09e41d4
00-0027690,DeckEr00,Eric Decker,eric decker,1987-03-15,Minnesota,YAMP_041c774f9397
00-0014907,SimmMa20,Marcello Simmons,marcello simmons,1971-08-08,SMU,YAMP_041eb4c715c5
DIC110744,DickDa20,Dan Dickel,dan dickel,1952-08-24,Iowa,YAMP_041f280207d5
00-0032020,,Terry Williams,terry williams,1992-04-15,East Carolina,YAMP_041f58a470a4
00-0029120,CarsBr00,Brandon Carswell,brandon carswell,1989-05-22,USC,YAMP_04228465b6bc
00-0016307,ThomOr20,Orlando Thomas,orlando thomas,1972-10-21,Louisiana-Lafayette,YAMP_0423af917e65
00-0007378,HickKe20,Kerry Hicks,kerry hicks,1972-12-29,Colorado,YAMP_0424c37d6fbe
00-0012751,PelsTr20,Troy Pelshak,troy pelshak,1977-03-06,North Carolina A&T,YAMP_04267ff430ee
00-0031254,AutrDe00,Denico Autry,denico autry,1990-07-15,Mississippi State; East Mississippi JC,YAMP_042bd81a4ed5
00-0026202,WheaTe99,Terrence Wheatley,terrence wheatley,1985-05-05,Colorado,YAMP_043458c33d64
00-0022288,WrigJa01,Jason Wright,jason wright,1982-07-12,Northwestern,YAMP_0436a314f510
00-0012980,PierDa20,Damon Pieri,damon pieri,1970-09-25,San Diego State; Phoenix College,YAMP_0439f340b971
DUN097536,,Jordan Dunbar,jordan dunbar,2001-11-30,Missouri State; Kansas State; Rice,YAMP_043c63e86abc
00-0020876,SmitLa23,Lawrence Smith,lawrence smith,1979-08-16,Tennessee State,YAMP_043d1685df89
,,Raoul Spears,raoul spears,,USC,YAMP_0440c3cea0f5
WIT311466,WittBi20,Billy Witt,billy witt,1964-04-25,North Alabama,YAMP_0441c357a9ec
00-0039826,TrotJe01,Jeremiah Trotter Jr.,jeremiah trotter,2002-12-24,Clemson,YAMP_044e7d74ad87
00-0025908,,James Blair,james blair,1985-07-12,Western Michigan,YAMP_04530dc7d5cf
00-0029364,,Joe Martinek,joe martinek,1988-02-10,Rutgers; Pearl River,YAMP_045440b5729b
00-0001103,BennEd00,Edgar Bennett,edgar bennett,1969-02-15,Florida State,YAMP_04554e8b4527
00-0039275,SwinMe00,Messiah Swinson,messiah swinson,2000-04-20,Arizona State; Missouri,YAMP_0455f499b66e
00-0015476,SpinMa20,Marc Spindler,marc spindler,1969-11-28,Pittsburgh,YAMP_0456a5dd4452
00-0026302,AingEr00,Erik Ainge,erik ainge,1986-06-12,Tennessee,YAMP_045709b0e05f
00-0032251,RandDa00,Damarious Randall,damarious randall,1992-08-29,Arizona State; Mesa CC; Butler County CC,YAMP_0458eb0b9766
00-0025547,MedlJu20,Justin Medlock,justin medlock,1983-10-23,UCLA,YAMP_0460732c3a3e
00-0033720,ThomCo03,Colin Thompson,colin thompson,1993-12-15,Temple,YAMP_046212ef9d6a
00-0022089,ManuVi20,Vince Manuwai,vince manuwai,1980-07-12,Hawaii,YAMP_046454c915a1
00-0030579,WatsMe00,Menelik Watson,menelik watson,1988-12-22,Florida State; Saddleback Community College; Marist,YAMP_046cd0664811
,,Pumpy Tudors,pumpy tudors,,Chattanooga,YAMP_046e6d000759
00-0031476,LoukCo00,Corbin Louks,corbin louks,1989-04-10,Nevada,YAMP_046f1cd47981
00-0012261,ODonNe00,Neil O'Donnell,neil o'donnell,1966-07-03,Maryland,YAMP_0476fadcbf87
00-0029554,HarnCh00,Chandler Harnish,chandler harnish,1988-07-28,Northern Illinois,YAMP_0479c64eb7c6
,,Hodges Mitchell,hodges mitchell,,Texas,YAMP_047a4074c55c
00-0031614,GwacOb00,Obum Gwacham,obum gwacham,1991-03-20,Oregon State,YAMP_047b8c49fb20
00-0010442,MartCu00,Curtis Martin,curtis martin,1973-05-01,Pittsburgh,YAMP_048672c71397
00-0021421,CrecGa20,Gabe Crecion,gabe crecion,1977-07-09,UCLA,YAMP_0489a96c3d4c
00-0040198,GordOl00,Ollie Gordon II,ollie gordon,2004-01-15,Oklahoma State,YAMP_048e1071b3d4
TIN461435,TinsKe20,Keith Tinsley,keith tinsley,1965-03-31,Pittsburgh,YAMP_048f2bcb885b
00-0029791,WingRo00,Ronnie Wingo,ronnie wingo,1991-02-18,Arkansas,YAMP_04951f74ac03
00-0020535,SmitJu20,Justin Smith,justin smith,1979-09-30,Missouri,YAMP_049650f0cab1
SAU679563,,John Saunders,john saunders,1950-04-29,Toledo,YAMP_0496efec383d
JOH733407,JohnWa20,Walt Johnson,walt johnson,1965-09-13,Pittsburgh,YAMP_04971a5b462c
,,Tinker Keck,tinker keck,,Cincinnati,YAMP_049db9656b48
00-0019079,,Joe Perez,joe perez,1977-05-21,Murray State,YAMP_049f5e3f2dae
00-0013577,ReimBr20,Bruce Reimers,bruce reimers,1960-09-28,Iowa State,YAMP_04a096d155e6
00-0034153,SmitEm01,Emmanuel Smith,emmanuel smith,1995-07-25,Vanderbilt,YAMP_04a0b7eae6bd
00-0008907,JordCh00,Charles Jordan,charles jordan,1969-10-09,Long Beach City College,YAMP_04a34d6e1cf4
00-0020423,,Menson Holloway,menson holloway,1978-07-12,Texas-El Paso,YAMP_04a4854dbeb5
00-0027144,LankEl99,Ellis Lankster,ellis lankster,1987-06-03,West Virginia; Jones County JC,YAMP_04a561c86c8f
00-0027352,KomaMa00,Max Komar,max komar,1987-04-30,Idaho,YAMP_04a7ad1d2983
00-0019897,AnthCo20,Cornelius Anthony,cornelius anthony,1978-07-03,Texas A&M,YAMP_04a82c0e9968
00-0040086,DaleMa00,Mac Dalena,mac dalena,2001-10-04,Fresno State,YAMP_04aaacc9a4a6
WHI765224,WhitCa20,Cary Whittingham,cary whittingham,1963-05-30,BYU,YAMP_04ab8862c90e
00-0018227,WoodCh00,Charles Woodson,charles woodson,1976-10-07,Michigan,YAMP_04ad0f1f163a
00-0040147,WilsJa02,Jared Wilson,jared wilson,2003-06-05,Georgia,YAMP_04aeb40ce25c
00-0029297,RobiTr02,Trenton Robinson,trenton robinson,1990-02-16,Michigan State,YAMP_04af965bcc73
00-0001762,,Gregg Briggs,gregg briggs,1968-10-19,Texas Southern; University of Arkansas at Pine Bluff; Copiah-Lincoln Junior College,YAMP_04b04e1f7a2b
00-0018474,ZandMi20,Mike Zandofsky,mike zandofsky,1965-11-30,Washington,YAMP_04b0eff92ec9
RUS771104,RussRu20,Rusty Russell,rusty russell,1963-08-16,South Carolina,YAMP_04b6b31432ab
00-0040495,BrowLo01,Logan Brown,logan brown,2001-04-17,Kansas; Wisconsin,YAMP_04b87645ffa8
BEN228404,BennBa20,Barry Bennett,barry bennett,1955-12-10,Concordia College,YAMP_04ba461caa36
00-0023878,WallCo00,Cooper Wallace,cooper wallace,1982-04-26,Auburn,YAMP_04bb22c87392
WON664464,WonsOt00,Otis Wonsley,otis wonsley,1957-08-13,Alcorn State,YAMP_04bc4c62c557
00-0030286,WillTo00,Tourek Williams,tourek williams,1991-05-09,Florida International,YAMP_04bfb597514d
MID664464,MiddTe00,Terdell Middleton,terdell middleton,1955-04-08,Memphis,YAMP_04c25c9edfd5
00-0035987,FullAa01,Aaron Fuller,aaron fuller,1997-09-30,Washington,YAMP_04c54be636ca
00-0040454,WillKr00,Kristian Williams,kristian williams,2000-12-05,Missouri,YAMP_04c595c52d6c
00-0024448,MontWi20,Will Montgomery,will montgomery,1983-02-13,Virginia Tech,YAMP_04cb40e690ab
00-0022718,WilsMa21,Mark Wilson,mark wilson,1980-11-11,California,YAMP_04cbe6ccbdbd
00-0005530,FranKe20,Keith Franklin,keith franklin,1970-03-04,South Carolina; Glendale Community College,YAMP_04cd254cec88
00-0033058,RaglRe00,Reggie Ragland,reggie ragland,1993-09-23,Alabama,YAMP_04d26b5a5f11
00-0034657,DickMa00,Matt Dickerson,matt dickerson,1995-11-09,UCLA,YAMP_04d87f3afdf9
00-0034343,RoseJo01,Josh Rosen,josh rosen,1997-02-10,UCLA,YAMP_04dc96e62bef
00-0039253,RigbYv00,Yvandy Rigby,yvandy rigby,1999-12-31,Temple,YAMP_04dd18c627e6
BOR442976,BorlKy20,Kyle Borland,kyle borland,1961-07-05,Wisconsin,YAMP_04df6275f9fc
00-0019998,CostDa20,Dave Costa,dave costa,1978-09-08,Wisconsin,YAMP_04e208862e2e
00-0024314,JeanMa20,Max Jean-Gilles,max jean-gilles,1983-11-19,Georgia,YAMP_04e61b31f0af
,,Roger Lapham,roger lapham,,Maine,YAMP_04ec6902b736
,milledan01,Dan Miller,dan miller,,Miami (FL),YAMP_04eda9bf5f3a
00-0039849,HarrMa09,Marvin Harrison Jr.,marvin harrison,2002-08-11,Ohio State,YAMP_04efd35114d2
00-0030523,WebsKa00,Kayvon Webster,kayvon webster,1991-02-01,University of South Florida,YAMP_04f033c337a3
00-0029426,WashBr00,Brandon Washington,brandon washington,1988-08-13,Miami,YAMP_04f1bf31380a
00-0030635,TaylMi00,Mike Taylor,mike taylor,1989-10-07,Wisconsin,YAMP_04f3ee380672
00-0023448,DaviTh20,Thomas Davis,thomas davis,1983-03-22,Georgia,YAMP_04fd139d9fc4
00-0016906,VickKi20,Kipp Vickers,kipp vickers,1969-08-27,Miami,YAMP_04fda5aabc9f
00-0016057,TateDa20,David Tate,david tate,1964-11-22,Colorado,YAMP_04ff396bde54
00-0003457,CoopLo20,Louis Cooper,louis cooper,1963-08-05,Western Carolina,YAMP_050161f3ae1e
00-0020123,,James Rooths,james rooths,1976-09-03,Shepherd,YAMP_05018bd6cb57
